Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   14:45:31

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	3.50832       
301.0000      	33222.5914    	3.05966       
302.0000      	33112.5828    	1.12788       
303.0000      	33003.3003    	1.10714       
304.0000      	32894.7368    	3.43671       
305.0000      	32786.8852    	3.97736       
306.0000      	32679.7386    	3.03000       
307.0000      	32573.2899    	1.77285       
308.0000      	32467.5325    	1.39970       
309.0000      	32362.4595    	1.21230       
310.0000      	32258.0645    	1.64184       
311.0000      	32154.3408    	2.16815       
312.0000      	32051.2821    	1.90204       
313.0000      	31948.8818    	1.68437       
314.0000      	31847.1338    	1.89312       
315.0000      	31746.0317    	2.52425       
316.0000      	31645.5696    	2.45748       
317.0000      	31545.7413    	1.71740       
318.0000      	31446.5409    	1.61190       
319.0000      	31347.9624    	0.75679       
320.0000      	31250.0000    	1.44195       
321.0000      	31152.6480    	1.28815       
322.0000      	31055.9006    	1.43756       
323.0000      	30959.7523    	1.33572       
324.0000      	30864.1975    	1.06247       
325.0000      	30769.2308    	1.16839       
326.0000      	30674.8466    	1.36572       
327.0000      	30581.0398    	1.63985       
328.0000      	30487.8049    	1.46098       
329.0000      	30395.1368    	1.14028       
330.0000      	30303.0303    	0.87147       
331.0000      	30211.4804    	1.16741       
332.0000      	30120.4819    	1.66449       
333.0000      	30030.0300    	1.50130       
334.0000      	29940.1198    	1.24192       
335.0000      	29850.7463    	0.76066       
336.0000      	29761.9048    	0.85880       
337.0000      	29673.5905    	1.36730       
338.0000      	29585.7988    	1.44773       
339.0000      	29498.5251    	1.20221       
340.0000      	29411.7647    	0.93975       
341.0000      	29325.5132    	1.04638       
342.0000      	29239.7661    	1.37732       
343.0000      	29154.5190    	1.34072       
344.0000      	29069.7674    	1.05824       
345.0000      	28985.5072    	0.87762       
346.0000      	28901.7341    	0.90404       
347.0000      	28818.4438    	0.97955       
348.0000      	28735.6322    	1.34479       
349.0000      	28653.2951    	1.40579       
350.0000      	28571.4286    	1.13249       
351.0000      	28490.0285    	0.90981       
352.0000      	28409.0909    	0.65604       
353.0000      	28328.6119    	0.88763       
354.0000      	28248.5876    	1.11522       
355.0000      	28169.0141    	0.94635       
356.0000      	28089.8876    	0.99009       
357.0000      	28011.2045    	0.73161       
358.0000      	27932.9609    	0.91205       
359.0000      	27855.1532    	1.12306       
360.0000      	27777.7778    	1.24782       
361.0000      	27700.8310    	1.07107       
362.0000      	27624.3094    	0.94620       
363.0000      	27548.2094    	0.96920       
364.0000      	27472.5275    	1.11595       
365.0000      	27397.2603    	1.06667       
366.0000      	27322.4044    	0.93647       
367.0000      	27247.9564    	0.76507       
368.0000      	27173.9130    	0.55225       
369.0000      	27100.2710    	0.59371       
370.0000      	27027.0270    	0.79088       
371.0000      	26954.1779    	0.91660       
372.0000      	26881.7204    	0.97998       
373.0000      	26809.6515    	0.84456       
374.0000      	26737.9679    	0.69619       
375.0000      	26666.6667    	0.68918       
376.0000      	26595.7447    	0.90976       
377.0000      	26525.1989    	0.85716       
378.0000      	26455.0265    	0.72261       
379.0000      	26385.2243    	0.64396       
380.0000      	26315.7895    	0.77707       
381.0000      	26246.7192    	0.87750       
382.0000      	26178.0105    	0.97076       
383.0000      	26109.6606    	0.99330       
384.0000      	26041.6667    	0.76579       
385.0000      	25974.0260    	0.67833       
386.0000      	25906.7358    	0.73405       
387.0000      	25839.7933    	0.93201       
388.0000      	25773.1959    	0.82620       
389.0000      	25706.9409    	0.78211       
390.0000      	25641.0256    	0.74546       
391.0000      	25575.4476    	0.72966       
392.0000      	25510.2041    	0.78527       
393.0000      	25445.2926    	0.80017       
394.0000      	25380.7107    	0.81071       
395.0000      	25316.4557    	0.68622       
396.0000      	25252.5253    	0.65486       
397.0000      	25188.9169    	0.62428       
398.0000      	25125.6281    	0.71702       
399.0000      	25062.6566    	0.79423       
400.0000      	25000.0000    	0.72793       
401.0000      	24937.6559    	0.61092       
402.0000      	24875.6219    	0.59361       
403.0000      	24813.8958    	0.71154       
404.0000      	24752.4752    	0.79353       
405.0000      	24691.3580    	0.88591       
406.0000      	24630.5419    	0.74479       
407.0000      	24570.0246    	0.78035       
408.0000      	24509.8039    	0.84772       
409.0000      	24449.8778    	0.87150       
410.0000      	24390.2439    	0.91925       
411.0000      	24330.9002    	0.80238       
412.0000      	24271.8447    	0.72459       
413.0000      	24213.0751    	0.55851       
414.0000      	24154.5894    	0.62078       
415.0000      	24096.3855    	0.75376       
416.0000      	24038.4615    	0.75443       
417.0000      	23980.8153    	0.73098       
418.0000      	23923.4450    	0.67970       
419.0000      	23866.3484    	0.73292       
420.0000      	23809.5238    	0.74298       
421.0000      	23752.9691    	0.80508       
422.0000      	23696.6825    	0.70475       
423.0000      	23640.6619    	0.61948       
424.0000      	23584.9057    	0.58250       
425.0000      	23529.4118    	0.56970       
426.0000      	23474.1784    	0.72310       
427.0000      	23419.2037    	0.77030       
428.0000      	23364.4860    	0.73642       
429.0000      	23310.0233    	0.66335       
430.0000      	23255.8140    	0.67349       
431.0000      	23201.8561    	0.67592       
432.0000      	23148.1481    	0.75193       
433.0000      	23094.6882    	0.76468       
434.0000      	23041.4747    	0.62546       
435.0000      	22988.5057    	0.49756       
436.0000      	22935.7798    	0.60200       
437.0000      	22883.2952    	0.72159       
438.0000      	22831.0502    	0.75358       
439.0000      	22779.0433    	0.70917       
440.0000      	22727.2727    	0.62942       
441.0000      	22675.7370    	0.57325       
442.0000      	22624.4344    	0.65093       
443.0000      	22573.3634    	0.81487       
444.0000      	22522.5225    	0.84645       
445.0000      	22471.9101    	0.76659       
446.0000      	22421.5247    	0.69758       
447.0000      	22371.3647    	0.71634       
448.0000      	22321.4286    	0.68416       
449.0000      	22271.7149    	0.72263       
450.0000      	22222.2222    	0.69458       
451.0000      	22172.9490    	0.56994       
452.0000      	22123.8938    	0.55209       
453.0000      	22075.0552    	0.61025       
454.0000      	22026.4317    	0.74826       
455.0000      	21978.0220    	0.76680       
456.0000      	21929.8246    	0.70976       
457.0000      	21881.8381    	0.62892       
458.0000      	21834.0611    	0.61242       
459.0000      	21786.4924    	0.66648       
460.0000      	21739.1304    	0.73736       
461.0000      	21691.9740    	0.71223       
462.0000      	21645.0216    	0.71264       
463.0000      	21598.2721    	0.67514       
464.0000      	21551.7241    	0.65853       
465.0000      	21505.3763    	0.73788       
466.0000      	21459.2275    	0.74750       
467.0000      	21413.2762    	0.64146       
468.0000      	21367.5214    	0.57027       
469.0000      	21321.9616    	0.60774       
470.0000      	21276.5957    	0.65392       
471.0000      	21231.4225    	0.69446       
472.0000      	21186.4407    	0.73109       
473.0000      	21141.6490    	0.65289       
474.0000      	21097.0464    	0.61779       
475.0000      	21052.6316    	0.61746       
476.0000      	21008.4034    	0.70089       
477.0000      	20964.3606    	0.70746       
478.0000      	20920.5021    	0.68599       
479.0000      	20876.8267    	0.60621       
480.0000      	20833.3333    	0.58537       
481.0000      	20790.0208    	0.61061       
482.0000      	20746.8880    	0.67052       
483.0000      	20703.9337    	0.67652       
484.0000      	20661.1570    	0.64502       
485.0000      	20618.5567    	0.61237       
486.0000      	20576.1317    	0.58427       
487.0000      	20533.8809    	0.55882       
488.0000      	20491.8033    	0.59018       
489.0000      	20449.8978    	0.63287       
490.0000      	20408.1633    	0.63695       
491.0000      	20366.5988    	0.63157       
492.0000      	20325.2033    	0.63867       
493.0000      	20283.9757    	0.64862       
494.0000      	20242.9150    	0.68061       
495.0000      	20202.0202    	0.66893       
