Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   14:45:05

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	2.40178       
301.0000      	33222.5914    	3.41459       
302.0000      	33112.5828    	2.52692       
303.0000      	33003.3003    	1.56718       
304.0000      	32894.7368    	2.11925       
305.0000      	32786.8852    	1.79217       
306.0000      	32679.7386    	1.75877       
307.0000      	32573.2899    	1.61910       
308.0000      	32467.5325    	2.10568       
309.0000      	32362.4595    	2.31076       
310.0000      	32258.0645    	2.06049       
311.0000      	32154.3408    	1.51933       
312.0000      	32051.2821    	1.44715       
313.0000      	31948.8818    	2.22796       
314.0000      	31847.1338    	2.76947       
315.0000      	31746.0317    	1.70156       
316.0000      	31645.5696    	0.73736       
317.0000      	31545.7413    	0.78034       
318.0000      	31446.5409    	1.61926       
319.0000      	31347.9624    	1.75401       
320.0000      	31250.0000    	1.87336       
321.0000      	31152.6480    	0.91236       
322.0000      	31055.9006    	0.80555       
323.0000      	30959.7523    	1.25663       
324.0000      	30864.1975    	1.48096       
325.0000      	30769.2308    	1.71890       
326.0000      	30674.8466    	1.37951       
327.0000      	30581.0398    	1.39978       
328.0000      	30487.8049    	1.20744       
329.0000      	30395.1368    	1.51665       
330.0000      	30303.0303    	1.34089       
331.0000      	30211.4804    	1.30467       
332.0000      	30120.4819    	1.03106       
333.0000      	30030.0300    	1.00155       
334.0000      	29940.1198    	1.19946       
335.0000      	29850.7463    	1.26648       
336.0000      	29761.9048    	1.10732       
337.0000      	29673.5905    	1.14443       
338.0000      	29585.7988    	1.08250       
339.0000      	29498.5251    	1.15846       
340.0000      	29411.7647    	0.97382       
341.0000      	29325.5132    	1.06356       
342.0000      	29239.7661    	1.31395       
343.0000      	29154.5190    	1.25173       
344.0000      	29069.7674    	1.14922       
345.0000      	28985.5072    	1.10484       
346.0000      	28901.7341    	1.17309       
347.0000      	28818.4438    	1.10948       
348.0000      	28735.6322    	1.14257       
349.0000      	28653.2951    	1.00828       
350.0000      	28571.4286    	0.94983       
351.0000      	28490.0285    	1.05826       
352.0000      	28409.0909    	0.97538       
353.0000      	28328.6119    	1.05225       
354.0000      	28248.5876    	1.13857       
355.0000      	28169.0141    	0.89148       
356.0000      	28089.8876    	1.15831       
357.0000      	28011.2045    	1.07056       
358.0000      	27932.9609    	0.82679       
359.0000      	27855.1532    	0.74946       
360.0000      	27777.7778    	0.70770       
361.0000      	27700.8310    	0.85910       
362.0000      	27624.3094    	1.17624       
363.0000      	27548.2094    	1.27620       
364.0000      	27472.5275    	1.10499       
365.0000      	27397.2603    	0.98962       
366.0000      	27322.4044    	0.98305       
367.0000      	27247.9564    	0.89062       
368.0000      	27173.9130    	0.85866       
369.0000      	27100.2710    	0.93293       
370.0000      	27027.0270    	0.87117       
371.0000      	26954.1779    	0.78040       
372.0000      	26881.7204    	0.67303       
373.0000      	26809.6515    	0.75794       
374.0000      	26737.9679    	0.80240       
375.0000      	26666.6667    	0.73312       
376.0000      	26595.7447    	0.74363       
377.0000      	26525.1989    	0.68756       
378.0000      	26455.0265    	0.66175       
379.0000      	26385.2243    	0.80650       
380.0000      	26315.7895    	0.85221       
381.0000      	26246.7192    	0.73082       
382.0000      	26178.0105    	0.68421       
383.0000      	26109.6606    	0.78051       
384.0000      	26041.6667    	0.80107       
385.0000      	25974.0260    	0.80090       
386.0000      	25906.7358    	0.79292       
387.0000      	25839.7933    	0.88065       
388.0000      	25773.1959    	0.78201       
389.0000      	25706.9409    	0.87572       
390.0000      	25641.0256    	0.97602       
391.0000      	25575.4476    	0.82837       
392.0000      	25510.2041    	0.80932       
393.0000      	25445.2926    	0.76727       
394.0000      	25380.7107    	0.83937       
395.0000      	25316.4557    	0.82402       
396.0000      	25252.5253    	0.79694       
397.0000      	25188.9169    	0.70793       
398.0000      	25125.6281    	0.64277       
399.0000      	25062.6566    	0.62751       
400.0000      	25000.0000    	0.74292       
401.0000      	24937.6559    	0.86766       
402.0000      	24875.6219    	0.86258       
403.0000      	24813.8958    	0.78881       
404.0000      	24752.4752    	0.69884       
405.0000      	24691.3580    	0.73339       
406.0000      	24630.5419    	0.70864       
407.0000      	24570.0246    	0.74874       
408.0000      	24509.8039    	0.68353       
409.0000      	24449.8778    	0.63708       
410.0000      	24390.2439    	0.77681       
411.0000      	24330.9002    	0.84910       
412.0000      	24271.8447    	0.84833       
413.0000      	24213.0751    	0.79349       
414.0000      	24154.5894    	0.80065       
415.0000      	24096.3855    	0.73201       
416.0000      	24038.4615    	0.74158       
417.0000      	23980.8153    	0.77820       
418.0000      	23923.4450    	0.80658       
419.0000      	23866.3484    	0.85664       
420.0000      	23809.5238    	0.75217       
421.0000      	23752.9691    	0.71939       
422.0000      	23696.6825    	0.63583       
423.0000      	23640.6619    	0.72744       
424.0000      	23584.9057    	0.86932       
425.0000      	23529.4118    	0.81668       
426.0000      	23474.1784    	0.74770       
