Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   14:42:15

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	11.39132      
301.0000      	33222.5914    	12.57522      
302.0000      	33112.5828    	13.12584      
303.0000      	33003.3003    	12.61000      
304.0000      	32894.7368    	11.78432      
305.0000      	32786.8852    	10.03686      
306.0000      	32679.7386    	10.22812      
307.0000      	32573.2899    	10.73476      
308.0000      	32467.5325    	10.97963      
309.0000      	32362.4595    	10.00591      
310.0000      	32258.0645    	9.81545       
311.0000      	32154.3408    	9.85131       
312.0000      	32051.2821    	9.97281       
313.0000      	31948.8818    	10.56129      
314.0000      	31847.1338    	10.34921      
315.0000      	31746.0317    	9.51422       
316.0000      	31645.5696    	8.53981       
317.0000      	31545.7413    	8.42493       
318.0000      	31446.5409    	8.75934       
319.0000      	31347.9624    	8.68282       
320.0000      	31250.0000    	9.21707       
321.0000      	31152.6480    	8.42910       
322.0000      	31055.9006    	8.56509       
323.0000      	30959.7523    	8.92386       
324.0000      	30864.1975    	8.84307       
325.0000      	30769.2308    	8.50471       
326.0000      	30674.8466    	8.10747       
327.0000      	30581.0398    	8.20246       
328.0000      	30487.8049    	8.12971       
329.0000      	30395.1368    	8.04322       
330.0000      	30303.0303    	7.51360       
331.0000      	30211.4804    	7.08727       
332.0000      	30120.4819    	7.27617       
333.0000      	30030.0300    	7.19083       
334.0000      	29940.1198    	7.60280       
335.0000      	29850.7463    	7.49434       
336.0000      	29761.9048    	7.42467       
337.0000      	29673.5905    	7.35345       
338.0000      	29585.7988    	7.45154       
339.0000      	29498.5251    	7.21386       
340.0000      	29411.7647    	7.36585       
341.0000      	29325.5132    	7.46930       
342.0000      	29239.7661    	7.41954       
343.0000      	29154.5190    	6.99177       
344.0000      	29069.7674    	6.89689       
