Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   14:53:32

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	2.40393       
301.0000      	33222.5914    	2.52524       
302.0000      	33112.5828    	2.01996       
303.0000      	33003.3003    	1.71798       
304.0000      	32894.7368    	1.05325       
305.0000      	32786.8852    	1.57557       
306.0000      	32679.7386    	2.01002       
307.0000      	32573.2899    	1.53583       
308.0000      	32467.5325    	1.80027       
309.0000      	32362.4595    	1.42667       
310.0000      	32258.0645    	2.18153       
311.0000      	32154.3408    	2.03974       
312.0000      	32051.2821    	1.28091       
313.0000      	31948.8818    	0.85154       
314.0000      	31847.1338    	0.79041       
315.0000      	31746.0317    	1.18313       
316.0000      	31645.5696    	1.69873       
317.0000      	31545.7413    	1.15173       
318.0000      	31446.5409    	0.81646       
319.0000      	31347.9624    	0.40477       
320.0000      	31250.0000    	0.58210       
321.0000      	31152.6480    	0.62124       
322.0000      	31055.9006    	1.10877       
323.0000      	30959.7523    	0.80671       
324.0000      	30864.1975    	0.40996       
325.0000      	30769.2308    	0.40914       
326.0000      	30674.8466    	0.52097       
327.0000      	30581.0398    	0.38763       
328.0000      	30487.8049    	0.34321       
329.0000      	30395.1368    	0.63847       
330.0000      	30303.0303    	0.55852       
331.0000      	30211.4804    	0.80799       
332.0000      	30120.4819    	1.24681       
333.0000      	30030.0300    	1.35403       
334.0000      	29940.1198    	1.56036       
335.0000      	29850.7463    	1.13486       
336.0000      	29761.9048    	0.82797       
337.0000      	29673.5905    	0.88963       
338.0000      	29585.7988    	1.07530       
339.0000      	29498.5251    	0.73264       
340.0000      	29411.7647    	0.58032       
341.0000      	29325.5132    	0.61131       
342.0000      	29239.7661    	0.95270       
343.0000      	29154.5190    	0.84490       
344.0000      	29069.7674    	0.98328       
345.0000      	28985.5072    	0.95470       
346.0000      	28901.7341    	0.90011       
347.0000      	28818.4438    	0.80194       
348.0000      	28735.6322    	0.97859       
349.0000      	28653.2951    	1.02231       
350.0000      	28571.4286    	1.06810       
351.0000      	28490.0285    	0.90403       
352.0000      	28409.0909    	0.67383       
353.0000      	28328.6119    	0.77916       
354.0000      	28248.5876    	0.80888       
355.0000      	28169.0141    	0.56555       
356.0000      	28089.8876    	0.80140       
357.0000      	28011.2045    	0.60797       
358.0000      	27932.9609    	0.56614       
359.0000      	27855.1532    	0.66203       
360.0000      	27777.7778    	0.87712       
361.0000      	27700.8310    	0.86853       
362.0000      	27624.3094    	0.69359       
363.0000      	27548.2094    	0.63187       
364.0000      	27472.5275    	0.66777       
365.0000      	27397.2603    	0.76942       
366.0000      	27322.4044    	0.68779       
367.0000      	27247.9564    	0.54184       
368.0000      	27173.9130    	0.49071       
369.0000      	27100.2710    	0.59842       
