Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   15:00:20

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	13.34062      
301.0000      	33222.5914    	12.89546      
302.0000      	33112.5828    	11.51458      
303.0000      	33003.3003    	10.92638      
304.0000      	32894.7368    	10.76570      
305.0000      	32786.8852    	11.31199      
306.0000      	32679.7386    	11.11000      
307.0000      	32573.2899    	9.97245       
308.0000      	32467.5325    	9.35433       
309.0000      	32362.4595    	9.36724       
310.0000      	32258.0645    	9.12198       
311.0000      	32154.3408    	9.53771       
312.0000      	32051.2821    	9.06174       
313.0000      	31948.8818    	8.84700       
314.0000      	31847.1338    	8.23458       
315.0000      	31746.0317    	8.19300       
316.0000      	31645.5696    	8.78072       
317.0000      	31545.7413    	8.83603       
318.0000      	31446.5409    	8.77405       
319.0000      	31347.9624    	7.66429       
320.0000      	31250.0000    	7.24325       
321.0000      	31152.6480    	7.33028       
322.0000      	31055.9006    	7.88741       
323.0000      	30959.7523    	7.64790       
324.0000      	30864.1975    	7.52951       
325.0000      	30769.2308    	7.30971       
326.0000      	30674.8466    	7.11666       
327.0000      	30581.0398    	7.12730       
328.0000      	30487.8049    	6.86275       
329.0000      	30395.1368    	6.93579       
330.0000      	30303.0303    	6.56679       
331.0000      	30211.4804    	6.32597       
332.0000      	30120.4819    	6.78312       
333.0000      	30030.0300    	6.97743       
334.0000      	29940.1198    	7.39117       
335.0000      	29850.7463    	7.00014       
336.0000      	29761.9048    	6.31673       
337.0000      	29673.5905    	5.88914       
338.0000      	29585.7988    	6.27069       
339.0000      	29498.5251    	6.52846       
340.0000      	29411.7647    	6.21600       
341.0000      	29325.5132    	5.62982       
342.0000      	29239.7661    	5.83695       
343.0000      	29154.5190    	6.22845       
344.0000      	29069.7674    	6.41352       
345.0000      	28985.5072    	6.22396       
346.0000      	28901.7341    	6.04351       
347.0000      	28818.4438    	5.83936       
348.0000      	28735.6322    	6.06135       
349.0000      	28653.2951    	6.43315       
350.0000      	28571.4286    	6.73419       
351.0000      	28490.0285    	6.53179       
352.0000      	28409.0909    	6.09480       
353.0000      	28328.6119    	6.21091       
354.0000      	28248.5876    	6.44193       
355.0000      	28169.0141    	6.38561       
356.0000      	28089.8876    	6.57127       
357.0000      	28011.2045    	6.38926       
358.0000      	27932.9609    	6.43805       
359.0000      	27855.1532    	6.51257       
360.0000      	27777.7778    	6.66582       
361.0000      	27700.8310    	6.70170       
362.0000      	27624.3094    	6.75446       
363.0000      	27548.2094    	6.80514       
364.0000      	27472.5275    	6.69649       
365.0000      	27397.2603    	6.65308       
366.0000      	27322.4044    	6.85567       
367.0000      	27247.9564    	6.85976       
368.0000      	27173.9130    	6.80235       
369.0000      	27100.2710    	6.75861       
370.0000      	27027.0270    	6.97773       
371.0000      	26954.1779    	7.08096       
372.0000      	26881.7204    	7.33246       
373.0000      	26809.6515    	7.23234       
374.0000      	26737.9679    	7.18252       
375.0000      	26666.6667    	7.13734       
376.0000      	26595.7447    	7.32212       
377.0000      	26525.1989    	7.49235       
378.0000      	26455.0265    	7.73530       
379.0000      	26385.2243    	7.74852       
380.0000      	26315.7895    	7.97549       
381.0000      	26246.7192    	8.29067       
382.0000      	26178.0105    	8.42881       
383.0000      	26109.6606    	8.50268       
384.0000      	26041.6667    	8.33256       
385.0000      	25974.0260    	8.32582       
386.0000      	25906.7358    	8.34009       
387.0000      	25839.7933    	8.66183       
388.0000      	25773.1959    	8.78387       
389.0000      	25706.9409    	9.00455       
390.0000      	25641.0256    	9.18687       
391.0000      	25575.4476    	9.23930       
392.0000      	25510.2041    	9.35576       
393.0000      	25445.2926    	9.57553       
394.0000      	25380.7107    	9.81077       
395.0000      	25316.4557    	10.00026      
396.0000      	25252.5253    	10.19258      
397.0000      	25188.9169    	10.35129      
398.0000      	25125.6281    	10.53751      
399.0000      	25062.6566    	10.88268      
400.0000      	25000.0000    	11.22429      
401.0000      	24937.6559    	11.38238      
402.0000      	24875.6219    	11.46977      
403.0000      	24813.8958    	11.70685      
404.0000      	24752.4752    	11.86917      
405.0000      	24691.3580    	12.06247      
406.0000      	24630.5419    	12.24720      
407.0000      	24570.0246    	12.52536      
408.0000      	24509.8039    	12.75432      
409.0000      	24449.8778    	12.93480      
410.0000      	24390.2439    	13.19631      
411.0000      	24330.9002    	13.37326      
412.0000      	24271.8447    	13.46079      
413.0000      	24213.0751    	13.60661      
414.0000      	24154.5894    	13.70659      
415.0000      	24096.3855    	13.92076      
416.0000      	24038.4615    	14.02083      
417.0000      	23980.8153    	14.06565      
418.0000      	23923.4450    	13.97526      
419.0000      	23866.3484    	14.12819      
420.0000      	23809.5238    	14.35425      
421.0000      	23752.9691    	14.48045      
422.0000      	23696.6825    	14.63549      
423.0000      	23640.6619    	14.75660      
424.0000      	23584.9057    	14.78736      
425.0000      	23529.4118    	14.76281      
426.0000      	23474.1784    	14.91033      
427.0000      	23419.2037    	15.04357      
428.0000      	23364.4860    	15.14517      
429.0000      	23310.0233    	15.20442      
430.0000      	23255.8140    	15.22072      
431.0000      	23201.8561    	15.27781      
432.0000      	23148.1481    	15.39267      
433.0000      	23094.6882    	15.57697      
434.0000      	23041.4747    	15.65776      
435.0000      	22988.5057    	15.79680      
436.0000      	22935.7798    	15.94421      
437.0000      	22883.2952    	16.09531      
438.0000      	22831.0502    	16.13356      
439.0000      	22779.0433    	16.15430      
440.0000      	22727.2727    	16.23426      
441.0000      	22675.7370    	16.24076      
442.0000      	22624.4344    	16.28954      
443.0000      	22573.3634    	16.48140      
444.0000      	22522.5225    	16.63574      
445.0000      	22471.9101    	16.65778      
446.0000      	22421.5247    	16.65089      
447.0000      	22371.3647    	16.71580      
448.0000      	22321.4286    	16.67666      
449.0000      	22271.7149    	16.74044      
450.0000      	22222.2222    	16.76535      
451.0000      	22172.9490    	16.78997      
452.0000      	22123.8938    	16.83542      
453.0000      	22075.0552    	16.99224      
454.0000      	22026.4317    	17.28539      
455.0000      	21978.0220    	17.37676      
456.0000      	21929.8246    	17.47688      
457.0000      	21881.8381    	17.51098      
458.0000      	21834.0611    	17.53371      
459.0000      	21786.4924    	17.61650      
460.0000      	21739.1304    	17.77911      
461.0000      	21691.9740    	18.00151      
462.0000      	21645.0216    	18.06922      
463.0000      	21598.2721    	18.15654      
464.0000      	21551.7241    	18.16773      
465.0000      	21505.3763    	18.45102      
466.0000      	21459.2275    	18.64711      
467.0000      	21413.2762    	18.69410      
468.0000      	21367.5214    	18.79083      
469.0000      	21321.9616    	18.95195      
470.0000      	21276.5957    	19.08262      
471.0000      	21231.4225    	19.28506      
472.0000      	21186.4407    	19.57863      
473.0000      	21141.6490    	19.81606      
474.0000      	21097.0464    	20.02385      
475.0000      	21052.6316    	20.17577      
476.0000      	21008.4034    	20.38277      
477.0000      	20964.3606    	20.60138      
478.0000      	20920.5021    	20.69413      
479.0000      	20876.8267    	20.87530      
480.0000      	20833.3333    	21.11957      
481.0000      	20790.0208    	21.39748      
482.0000      	20746.8880    	21.63593      
483.0000      	20703.9337    	21.86180      
484.0000      	20661.1570    	22.10969      
485.0000      	20618.5567    	22.21895      
486.0000      	20576.1317    	22.44257      
487.0000      	20533.8809    	22.63686      
488.0000      	20491.8033    	22.87071      
489.0000      	20449.8978    	23.16075      
490.0000      	20408.1633    	23.45834      
491.0000      	20366.5988    	23.70139      
492.0000      	20325.2033    	23.85756      
493.0000      	20283.9757    	24.12127      
494.0000      	20242.9150    	24.36465      
495.0000      	20202.0202    	24.49296      
496.0000      	20161.2903    	24.69860      
497.0000      	20120.7243    	24.86160      
498.0000      	20080.3213    	25.04470      
499.0000      	20040.0802    	25.13837      
500.0000      	20000.0000    	25.26278      
501.0000      	19960.0798    	25.33713      
502.0000      	19920.3187    	25.37180      
503.0000      	19880.7157    	25.47250      
504.0000      	19841.2698    	25.55008      
505.0000      	19801.9802    	25.50422      
506.0000      	19762.8458    	25.44772      
507.0000      	19723.8659    	25.33899      
508.0000      	19685.0394    	25.20250      
509.0000      	19646.3654    	25.02456      
510.0000      	19607.8431    	24.78964      
511.0000      	19569.4716    	24.52031      
512.0000      	19531.2500    	24.14261      
513.0000      	19493.1774    	23.93335      
514.0000      	19455.2529    	23.53967      
515.0000      	19417.4757    	23.07103      
516.0000      	19379.8450    	22.55272      
517.0000      	19342.3598    	22.08874      
518.0000      	19305.0193    	21.67937      
519.0000      	19267.8227    	21.46964      
520.0000      	19230.7692    	20.98428      
521.0000      	19193.8580    	20.43761      
522.0000      	19157.0881    	19.89679      
523.0000      	19120.4589    	19.42525      
524.0000      	19083.9695    	18.95292      
525.0000      	19047.6190    	18.45491      
526.0000      	19011.4068    	18.21688      
527.0000      	18975.3321    	17.83863      
528.0000      	18939.3939    	17.48906      
529.0000      	18903.5917    	17.19962      
530.0000      	18867.9245    	16.92052      
531.0000      	18832.3917    	16.64139      
532.0000      	18796.9925    	16.36850      
533.0000      	18761.7261    	16.23526      
534.0000      	18726.5918    	16.05624      
535.0000      	18691.5888    	15.90764      
536.0000      	18656.7164    	15.78333      
537.0000      	18621.9739    	15.63287      
538.0000      	18587.3606    	15.51423      
539.0000      	18552.8757    	15.45293      
540.0000      	18518.5185    	15.44691      
541.0000      	18484.2884    	15.44838      
542.0000      	18450.1845    	15.42064      
543.0000      	18416.2063    	15.42199      
544.0000      	18382.3529    	15.38842      
545.0000      	18348.6239    	15.39021      
546.0000      	18315.0183    	15.34863      
547.0000      	18281.5356    	15.31770      
548.0000      	18248.1752    	15.25461      
549.0000      	18214.9362    	15.14234      
550.0000      	18181.8182    	15.07887      
551.0000      	18148.8203    	15.01879      
