Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   14:59:56

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	11.15329      
301.0000      	33222.5914    	9.42376       
302.0000      	33112.5828    	10.14501      
303.0000      	33003.3003    	10.21246      
304.0000      	32894.7368    	9.98397       
305.0000      	32786.8852    	10.44909      
306.0000      	32679.7386    	10.17155      
307.0000      	32573.2899    	9.62173       
308.0000      	32467.5325    	9.33745       
309.0000      	32362.4595    	9.55056       
310.0000      	32258.0645    	9.13622       
311.0000      	32154.3408    	9.36199       
312.0000      	32051.2821    	8.78726       
313.0000      	31948.8818    	8.91806       
314.0000      	31847.1338    	8.57956       
315.0000      	31746.0317    	8.49610       
316.0000      	31645.5696    	8.19871       
317.0000      	31545.7413    	8.24031       
318.0000      	31446.5409    	8.25286       
319.0000      	31347.9624    	7.38836       
320.0000      	31250.0000    	7.15067       
321.0000      	31152.6480    	7.33693       
322.0000      	31055.9006    	7.67369       
323.0000      	30959.7523    	7.59869       
324.0000      	30864.1975    	7.39200       
325.0000      	30769.2308    	6.65192       
326.0000      	30674.8466    	6.76285       
327.0000      	30581.0398    	6.93987       
328.0000      	30487.8049    	6.94778       
329.0000      	30395.1368    	7.04109       
330.0000      	30303.0303    	6.76601       
331.0000      	30211.4804    	6.53610       
332.0000      	30120.4819    	6.56460       
333.0000      	30030.0300    	6.66517       
334.0000      	29940.1198    	6.74500       
335.0000      	29850.7463    	6.63561       
336.0000      	29761.9048    	6.55392       
337.0000      	29673.5905    	6.41163       
338.0000      	29585.7988    	6.40743       
339.0000      	29498.5251    	6.32547       
340.0000      	29411.7647    	6.33638       
341.0000      	29325.5132    	6.35586       
342.0000      	29239.7661    	6.41810       
343.0000      	29154.5190    	6.37730       
344.0000      	29069.7674    	6.04131       
345.0000      	28985.5072    	5.86425       
346.0000      	28901.7341    	5.82758       
347.0000      	28818.4438    	5.89191       
348.0000      	28735.6322    	6.19855       
349.0000      	28653.2951    	6.38264       
350.0000      	28571.4286    	6.52276       
351.0000      	28490.0285    	6.46690       
352.0000      	28409.0909    	6.33518       
353.0000      	28328.6119    	6.36201       
354.0000      	28248.5876    	6.32889       
355.0000      	28169.0141    	6.08348       
356.0000      	28089.8876    	6.38218       
357.0000      	28011.2045    	6.40247       
358.0000      	27932.9609    	6.43982       
359.0000      	27855.1532    	6.47381       
360.0000      	27777.7778    	6.63758       
361.0000      	27700.8310    	6.65140       
362.0000      	27624.3094    	6.72624       
363.0000      	27548.2094    	6.95304       
364.0000      	27472.5275    	6.85972       
365.0000      	27397.2603    	6.79258       
366.0000      	27322.4044    	6.78614       
