Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   14:59:43

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	12.89672      
301.0000      	33222.5914    	11.83274      
302.0000      	33112.5828    	10.97815      
303.0000      	33003.3003    	9.67607       
304.0000      	32894.7368    	8.54259       
305.0000      	32786.8852    	9.26828       
306.0000      	32679.7386    	9.80382       
307.0000      	32573.2899    	9.46639       
308.0000      	32467.5325    	9.48632       
309.0000      	32362.4595    	9.79746       
310.0000      	32258.0645    	9.64315       
311.0000      	32154.3408    	9.15788       
312.0000      	32051.2821    	8.39036       
313.0000      	31948.8818    	8.94300       
314.0000      	31847.1338    	8.96447       
315.0000      	31746.0317    	8.48556       
316.0000      	31645.5696    	8.26063       
317.0000      	31545.7413    	8.68146       
318.0000      	31446.5409    	8.76144       
319.0000      	31347.9624    	7.59835       
320.0000      	31250.0000    	7.38213       
321.0000      	31152.6480    	7.58334       
322.0000      	31055.9006    	7.66364       
323.0000      	30959.7523    	7.10130       
324.0000      	30864.1975    	6.77878       
325.0000      	30769.2308    	6.54464       
326.0000      	30674.8466    	6.82371       
327.0000      	30581.0398    	7.24854       
328.0000      	30487.8049    	7.10084       
329.0000      	30395.1368    	6.89323       
330.0000      	30303.0303    	6.49291       
331.0000      	30211.4804    	6.55733       
332.0000      	30120.4819    	6.76583       
333.0000      	30030.0300    	6.76334       
334.0000      	29940.1198    	6.70519       
335.0000      	29850.7463    	6.42335       
336.0000      	29761.9048    	6.25130       
337.0000      	29673.5905    	6.20595       
338.0000      	29585.7988    	6.62153       
339.0000      	29498.5251    	6.69062       
340.0000      	29411.7647    	6.26994       
341.0000      	29325.5132    	6.13140       
342.0000      	29239.7661    	6.25129       
343.0000      	29154.5190    	6.56694       
344.0000      	29069.7674    	6.46315       
345.0000      	28985.5072    	6.20633       
346.0000      	28901.7341    	5.95743       
347.0000      	28818.4438    	5.77610       
348.0000      	28735.6322    	5.76303       
349.0000      	28653.2951    	5.94491       
350.0000      	28571.4286    	6.17571       
351.0000      	28490.0285    	6.24111       
352.0000      	28409.0909    	6.16943       
353.0000      	28328.6119    	6.22230       
354.0000      	28248.5876    	6.45831       
355.0000      	28169.0141    	6.35980       
356.0000      	28089.8876    	6.43498       
357.0000      	28011.2045    	6.29503       
358.0000      	27932.9609    	6.30484       
359.0000      	27855.1532    	6.40531       
360.0000      	27777.7778    	6.31287       
361.0000      	27700.8310    	6.41114       
362.0000      	27624.3094    	6.50489       
363.0000      	27548.2094    	6.70502       
364.0000      	27472.5275    	6.73055       
365.0000      	27397.2603    	6.78272       
366.0000      	27322.4044    	6.82450       
367.0000      	27247.9564    	6.79256       
368.0000      	27173.9130    	6.82052       
369.0000      	27100.2710    	7.02848       
370.0000      	27027.0270    	7.12195       
371.0000      	26954.1779    	7.09875       
372.0000      	26881.7204    	7.12572       
373.0000      	26809.6515    	7.19289       
374.0000      	26737.9679    	7.20878       
375.0000      	26666.6667    	7.34898       
376.0000      	26595.7447    	7.51962       
377.0000      	26525.1989    	7.65057       
378.0000      	26455.0265    	7.69436       
379.0000      	26385.2243    	7.83153       
380.0000      	26315.7895    	7.97337       
381.0000      	26246.7192    	8.10047       
382.0000      	26178.0105    	8.15802       
383.0000      	26109.6606    	8.30920       
384.0000      	26041.6667    	8.33932       
385.0000      	25974.0260    	8.47952       
386.0000      	25906.7358    	8.50791       
387.0000      	25839.7933    	8.64302       
388.0000      	25773.1959    	8.67079       
389.0000      	25706.9409    	8.86508       
390.0000      	25641.0256    	9.17629       
391.0000      	25575.4476    	9.21258       
392.0000      	25510.2041    	9.33260       
393.0000      	25445.2926    	9.43306       
394.0000      	25380.7107    	9.69151       
395.0000      	25316.4557    	9.91912       
396.0000      	25252.5253    	10.15626      
397.0000      	25188.9169    	10.29503      
398.0000      	25125.6281    	10.54356      
399.0000      	25062.6566    	10.83558      
400.0000      	25000.0000    	11.00017      
401.0000      	24937.6559    	11.19494      
402.0000      	24875.6219    	11.28509      
403.0000      	24813.8958    	11.51327      
404.0000      	24752.4752    	11.69557      
405.0000      	24691.3580    	11.99511      
406.0000      	24630.5419    	12.15792      
407.0000      	24570.0246    	12.47659      
408.0000      	24509.8039    	12.68919      
409.0000      	24449.8778    	12.92244      
410.0000      	24390.2439    	13.11449      
411.0000      	24330.9002    	13.34980      
412.0000      	24271.8447    	13.45151      
413.0000      	24213.0751    	13.63286      
414.0000      	24154.5894    	13.74635      
415.0000      	24096.3855    	13.96134      
416.0000      	24038.4615    	14.11169      
417.0000      	23980.8153    	14.08693      
418.0000      	23923.4450    	13.96239      
419.0000      	23866.3484    	14.10539      
420.0000      	23809.5238    	14.29771      
421.0000      	23752.9691    	14.42327      
422.0000      	23696.6825    	14.55627      
423.0000      	23640.6619    	14.72155      
424.0000      	23584.9057    	14.89570      
425.0000      	23529.4118    	14.87610      
426.0000      	23474.1784    	14.91068      
427.0000      	23419.2037    	14.97404      
428.0000      	23364.4860    	15.08141      
429.0000      	23310.0233    	15.10633      
430.0000      	23255.8140    	15.17305      
431.0000      	23201.8561    	15.36774      
432.0000      	23148.1481    	15.59278      
433.0000      	23094.6882    	15.66025      
434.0000      	23041.4747    	15.63563      
435.0000      	22988.5057    	15.77418      
436.0000      	22935.7798    	16.00263      
437.0000      	22883.2952    	16.15942      
438.0000      	22831.0502    	16.17326      
439.0000      	22779.0433    	16.29491      
440.0000      	22727.2727    	16.47114      
441.0000      	22675.7370    	16.42489      
442.0000      	22624.4344    	16.34113      
443.0000      	22573.3634    	16.47160      
444.0000      	22522.5225    	16.72751      
445.0000      	22471.9101    	16.66399      
446.0000      	22421.5247    	16.64414      
447.0000      	22371.3647    	16.71933      
448.0000      	22321.4286    	16.64544      
449.0000      	22271.7149    	16.65379      
450.0000      	22222.2222    	16.71450      
451.0000      	22172.9490    	16.79604      
452.0000      	22123.8938    	16.84725      
453.0000      	22075.0552    	16.98739      
454.0000      	22026.4317    	17.19377      
455.0000      	21978.0220    	17.24314      
456.0000      	21929.8246    	17.31558      
457.0000      	21881.8381    	17.39378      
458.0000      	21834.0611    	17.55600      
459.0000      	21786.4924    	17.72698      
460.0000      	21739.1304    	17.85831      
461.0000      	21691.9740    	17.92834      
462.0000      	21645.0216    	17.97475      
463.0000      	21598.2721    	18.07689      
464.0000      	21551.7241    	18.18016      
465.0000      	21505.3763    	18.42090      
466.0000      	21459.2275    	18.62549      
467.0000      	21413.2762    	18.70667      
468.0000      	21367.5214    	18.82482      
469.0000      	21321.9616    	19.04274      
470.0000      	21276.5957    	19.15855      
471.0000      	21231.4225    	19.30443      
472.0000      	21186.4407    	19.48346      
473.0000      	21141.6490    	19.65065      
474.0000      	21097.0464    	19.89994      
475.0000      	21052.6316    	20.10290      
476.0000      	21008.4034    	20.28447      
477.0000      	20964.3606    	20.47206      
478.0000      	20920.5021    	20.60519      
479.0000      	20876.8267    	20.87638      
480.0000      	20833.3333    	21.12696      
481.0000      	20790.0208    	21.34606      
482.0000      	20746.8880    	21.61562      
483.0000      	20703.9337    	21.88158      
484.0000      	20661.1570    	22.10747      
485.0000      	20618.5567    	22.20542      
486.0000      	20576.1317    	22.39161      
487.0000      	20533.8809    	22.59601      
488.0000      	20491.8033    	22.84329      
489.0000      	20449.8978    	23.10319      
490.0000      	20408.1633    	23.40224      
491.0000      	20366.5988    	23.68212      
492.0000      	20325.2033    	23.84573      
