Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   14:50:55

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	14.85246      
301.0000      	33222.5914    	16.24681      
302.0000      	33112.5828    	16.78849      
303.0000      	33003.3003    	15.72146      
304.0000      	32894.7368    	13.71406      
305.0000      	32786.8852    	12.63952      
306.0000      	32679.7386    	13.52102      
307.0000      	32573.2899    	14.08667      
308.0000      	32467.5325    	13.76214      
309.0000      	32362.4595    	11.54790      
310.0000      	32258.0645    	10.82363      
311.0000      	32154.3408    	10.91782      
312.0000      	32051.2821    	11.33233      
313.0000      	31948.8818    	11.40909      
314.0000      	31847.1338    	10.98711      
315.0000      	31746.0317    	10.67863      
316.0000      	31645.5696    	10.87683      
317.0000      	31545.7413    	10.89047      
318.0000      	31446.5409    	10.64024      
319.0000      	31347.9624    	10.66306      
320.0000      	31250.0000    	10.13208      
321.0000      	31152.6480    	9.26916       
322.0000      	31055.9006    	9.37337       
323.0000      	30959.7523    	9.55745       
324.0000      	30864.1975    	9.38797       
325.0000      	30769.2308    	8.97290       
326.0000      	30674.8466    	8.67226       
327.0000      	30581.0398    	8.51831       
328.0000      	30487.8049    	8.56028       
329.0000      	30395.1368    	8.54952       
330.0000      	30303.0303    	8.61109       
331.0000      	30211.4804    	8.44076       
332.0000      	30120.4819    	8.89433       
333.0000      	30030.0300    	8.86530       
334.0000      	29940.1198    	9.25073       
335.0000      	29850.7463    	8.78404       
336.0000      	29761.9048    	8.26271       
337.0000      	29673.5905    	8.41376       
338.0000      	29585.7988    	8.87768       
339.0000      	29498.5251    	9.05421       
340.0000      	29411.7647    	9.02958       
341.0000      	29325.5132    	9.10260       
342.0000      	29239.7661    	8.98914       
343.0000      	29154.5190    	8.73402       
344.0000      	29069.7674    	8.73575       
345.0000      	28985.5072    	9.06741       
346.0000      	28901.7341    	9.30800       
347.0000      	28818.4438    	9.17704       
348.0000      	28735.6322    	9.08270       
349.0000      	28653.2951    	9.18206       
350.0000      	28571.4286    	9.70743       
351.0000      	28490.0285    	10.06569      
352.0000      	28409.0909    	9.97028       
