Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   14:50:37

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	15.11194      
301.0000      	33222.5914    	14.37634      
302.0000      	33112.5828    	14.07294      
303.0000      	33003.3003    	15.39695      
304.0000      	32894.7368    	15.73308      
305.0000      	32786.8852    	14.34261      
306.0000      	32679.7386    	12.63914      
307.0000      	32573.2899    	11.52430      
308.0000      	32467.5325    	12.09847      
309.0000      	32362.4595    	11.80514      
310.0000      	32258.0645    	12.43984      
311.0000      	32154.3408    	12.33712      
312.0000      	32051.2821    	11.52047      
313.0000      	31948.8818    	10.79817      
314.0000      	31847.1338    	11.00042      
315.0000      	31746.0317    	11.24504      
316.0000      	31645.5696    	11.57704      
317.0000      	31545.7413    	10.95058      
318.0000      	31446.5409    	10.38070      
319.0000      	31347.9624    	9.82105       
320.0000      	31250.0000    	9.71348       
321.0000      	31152.6480    	9.46800       
322.0000      	31055.9006    	9.76519       
323.0000      	30959.7523    	9.75078       
324.0000      	30864.1975    	8.98912       
325.0000      	30769.2308    	8.67768       
326.0000      	30674.8466    	8.96602       
327.0000      	30581.0398    	9.20743       
328.0000      	30487.8049    	9.04959       
329.0000      	30395.1368    	8.81984       
330.0000      	30303.0303    	8.58356       
331.0000      	30211.4804    	8.92188       
332.0000      	30120.4819    	9.34174       
333.0000      	30030.0300    	9.13529       
334.0000      	29940.1198    	9.24012       
335.0000      	29850.7463    	9.05695       
336.0000      	29761.9048    	8.89187       
337.0000      	29673.5905    	8.93502       
338.0000      	29585.7988    	9.19853       
339.0000      	29498.5251    	9.02155       
340.0000      	29411.7647    	8.66731       
341.0000      	29325.5132    	8.54505       
342.0000      	29239.7661    	8.98480       
343.0000      	29154.5190    	9.05344       
344.0000      	29069.7674    	8.99579       
345.0000      	28985.5072    	8.92232       
346.0000      	28901.7341    	8.90221       
347.0000      	28818.4438    	8.87680       
348.0000      	28735.6322    	9.26149       
349.0000      	28653.2951    	9.61371       
350.0000      	28571.4286    	9.70925       
351.0000      	28490.0285    	9.49989       
352.0000      	28409.0909    	9.47912       
353.0000      	28328.6119    	9.92352       
354.0000      	28248.5876    	10.36180      
355.0000      	28169.0141    	10.31702      
356.0000      	28089.8876    	10.49030      
