Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   14:50:23

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	14.67876      
301.0000      	33222.5914    	15.74299      
302.0000      	33112.5828    	15.75493      
303.0000      	33003.3003    	15.36450      
304.0000      	32894.7368    	14.11494      
305.0000      	32786.8852    	12.57489      
306.0000      	32679.7386    	12.65079      
307.0000      	32573.2899    	12.97204      
308.0000      	32467.5325    	13.71917      
309.0000      	32362.4595    	11.75192      
310.0000      	32258.0645    	11.11127      
311.0000      	32154.3408    	10.69749      
312.0000      	32051.2821    	10.65064      
313.0000      	31948.8818    	11.02259      
314.0000      	31847.1338    	11.46281      
315.0000      	31746.0317    	11.28483      
316.0000      	31645.5696    	11.53989      
317.0000      	31545.7413    	11.48834      
318.0000      	31446.5409    	10.83989      
319.0000      	31347.9624    	10.15176      
320.0000      	31250.0000    	9.53422       
321.0000      	31152.6480    	8.73354       
322.0000      	31055.9006    	9.05463       
323.0000      	30959.7523    	9.69454       
324.0000      	30864.1975    	9.43409       
325.0000      	30769.2308    	9.02363       
326.0000      	30674.8466    	9.12182       
327.0000      	30581.0398    	9.44671       
328.0000      	30487.8049    	9.48402       
329.0000      	30395.1368    	9.70474       
330.0000      	30303.0303    	9.28262       
331.0000      	30211.4804    	8.91055       
332.0000      	30120.4819    	8.84316       
333.0000      	30030.0300    	8.86530       
334.0000      	29940.1198    	9.14857       
335.0000      	29850.7463    	8.89824       
336.0000      	29761.9048    	8.46530       
337.0000      	29673.5905    	8.27746       
338.0000      	29585.7988    	8.46687       
339.0000      	29498.5251    	8.58698       
340.0000      	29411.7647    	8.57305       
341.0000      	29325.5132    	8.54006       
342.0000      	29239.7661    	8.87052       
343.0000      	29154.5190    	8.96710       
344.0000      	29069.7674    	9.08471       
345.0000      	28985.5072    	9.21452       
346.0000      	28901.7341    	9.26963       
347.0000      	28818.4438    	9.16147       
348.0000      	28735.6322    	9.16827       
349.0000      	28653.2951    	9.16616       
350.0000      	28571.4286    	9.43435       
351.0000      	28490.0285    	9.58523       
352.0000      	28409.0909    	9.51600       
353.0000      	28328.6119    	9.61413       
354.0000      	28248.5876    	9.83020       
355.0000      	28169.0141    	10.08104      
356.0000      	28089.8876    	10.59303      
357.0000      	28011.2045    	10.80750      
358.0000      	27932.9609    	11.03158      
359.0000      	27855.1532    	11.16659      
360.0000      	27777.7778    	11.28275      
361.0000      	27700.8310    	11.47322      
362.0000      	27624.3094    	11.77711      
363.0000      	27548.2094    	11.71011      
364.0000      	27472.5275    	11.46444      
365.0000      	27397.2603    	11.68553      
366.0000      	27322.4044    	12.22101      
367.0000      	27247.9564    	12.61419      
368.0000      	27173.9130    	12.73551      
369.0000      	27100.2710    	12.84192      
370.0000      	27027.0270    	13.10065      
371.0000      	26954.1779    	13.23120      
372.0000      	26881.7204    	13.59108      
373.0000      	26809.6515    	13.84557      
374.0000      	26737.9679    	14.13657      
375.0000      	26666.6667    	14.45329      
376.0000      	26595.7447    	14.91350      
377.0000      	26525.1989    	15.38635      
378.0000      	26455.0265    	15.78496      
379.0000      	26385.2243    	16.19366      
380.0000      	26315.7895    	16.61269      
381.0000      	26246.7192    	16.99873      
382.0000      	26178.0105    	17.14830      
383.0000      	26109.6606    	17.67094      
384.0000      	26041.6667    	18.15215      
385.0000      	25974.0260    	18.59890      
386.0000      	25906.7358    	18.78805      
387.0000      	25839.7933    	19.22434      
388.0000      	25773.1959    	19.62562      
389.0000      	25706.9409    	20.28312      
390.0000      	25641.0256    	20.92296      
391.0000      	25575.4476    	21.22564      
392.0000      	25510.2041    	21.39419      
393.0000      	25445.2926    	21.95343      
394.0000      	25380.7107    	22.67663      
395.0000      	25316.4557    	23.16222      
396.0000      	25252.5253    	23.61934      
397.0000      	25188.9169    	24.10253      
398.0000      	25125.6281    	24.94270      
399.0000      	25062.6566    	25.77443      
400.0000      	25000.0000    	26.49967      
401.0000      	24937.6559    	27.18083      
402.0000      	24875.6219    	27.67024      
403.0000      	24813.8958    	28.56232      
404.0000      	24752.4752    	29.41262      
405.0000      	24691.3580    	30.33947      
406.0000      	24630.5419    	31.38529      
407.0000      	24570.0246    	32.49797      
408.0000      	24509.8039    	33.45705      
409.0000      	24449.8778    	34.46174      
410.0000      	24390.2439    	35.56754      
411.0000      	24330.9002    	36.75259      
412.0000      	24271.8447    	37.35433      
413.0000      	24213.0751    	38.55951      
414.0000      	24154.5894    	39.45606      
415.0000      	24096.3855    	40.20374      
416.0000      	24038.4615    	40.95401      
417.0000      	23980.8153    	41.58367      
418.0000      	23923.4450    	41.96771      
419.0000      	23866.3484    	42.30974      
420.0000      	23809.5238    	42.67945      
421.0000      	23752.9691    	42.99155      
422.0000      	23696.6825    	43.61855      
423.0000      	23640.6619    	44.10622      
424.0000      	23584.9057    	44.34732      
425.0000      	23529.4118    	44.59975      
426.0000      	23474.1784    	44.98510      
427.0000      	23419.2037    	45.37621      
428.0000      	23364.4860    	45.71966      
429.0000      	23310.0233    	45.95673      
430.0000      	23255.8140    	46.15065      
431.0000      	23201.8561    	46.60360      
432.0000      	23148.1481    	47.20593      
433.0000      	23094.6882    	47.58550      
434.0000      	23041.4747    	47.80374      
435.0000      	22988.5057    	48.10768      
436.0000      	22935.7798    	48.48611      
437.0000      	22883.2952    	48.81400      
438.0000      	22831.0502    	48.82442      
439.0000      	22779.0433    	48.86371      
440.0000      	22727.2727    	49.05024      
441.0000      	22675.7370    	49.24483      
442.0000      	22624.4344    	49.33687      
443.0000      	22573.3634    	49.53731      
444.0000      	22522.5225    	49.58535      
445.0000      	22471.9101    	49.41289      
446.0000      	22421.5247    	49.24345      
447.0000      	22371.3647    	48.97904      
448.0000      	22321.4286    	48.75066      
449.0000      	22271.7149    	48.51543      
450.0000      	22222.2222    	48.22086      
451.0000      	22172.9490    	48.02868      
452.0000      	22123.8938    	48.27554      
453.0000      	22075.0552    	48.44973      
454.0000      	22026.4317    	48.59353      
455.0000      	21978.0220    	48.63638      
456.0000      	21929.8246    	48.78820      
457.0000      	21881.8381    	48.82657      
458.0000      	21834.0611    	48.82203      
459.0000      	21786.4924    	48.88535      
460.0000      	21739.1304    	48.99865      
461.0000      	21691.9740    	49.05092      
462.0000      	21645.0216    	49.04052      
463.0000      	21598.2721    	49.17054      
464.0000      	21551.7241    	49.29785      
465.0000      	21505.3763    	49.42533      
466.0000      	21459.2275    	49.45662      
467.0000      	21413.2762    	49.54036      
468.0000      	21367.5214    	49.77718      
469.0000      	21321.9616    	50.10231      
470.0000      	21276.5957    	50.25057      
471.0000      	21231.4225    	50.34840      
472.0000      	21186.4407    	50.51312      
473.0000      	21141.6490    	50.80712      
474.0000      	21097.0464    	51.15163      
475.0000      	21052.6316    	51.45513      
476.0000      	21008.4034    	51.72052      
477.0000      	20964.3606    	51.89465      
478.0000      	20920.5021    	51.97390      
479.0000      	20876.8267    	52.07846      
480.0000      	20833.3333    	52.27315      
481.0000      	20790.0208    	52.55657      
482.0000      	20746.8880    	52.82878      
483.0000      	20703.9337    	53.03610      
484.0000      	20661.1570    	53.29717      
485.0000      	20618.5567    	53.43323      
486.0000      	20576.1317    	53.64132      
487.0000      	20533.8809    	53.81525      
488.0000      	20491.8033    	54.06492      
489.0000      	20449.8978    	54.38485      
490.0000      	20408.1633    	54.54855      
491.0000      	20366.5988    	54.77129      
492.0000      	20325.2033    	54.90852      
493.0000      	20283.9757    	55.21286      
494.0000      	20242.9150    	55.40971      
495.0000      	20202.0202    	55.53973      
496.0000      	20161.2903    	55.71091      
497.0000      	20120.7243    	55.91726      
498.0000      	20080.3213    	56.16017      
499.0000      	20040.0802    	56.26051      
500.0000      	20000.0000    	56.33598      
501.0000      	19960.0798    	56.33073      
502.0000      	19920.3187    	56.39767      
503.0000      	19880.7157    	56.50745      
504.0000      	19841.2698    	56.54979      
505.0000      	19801.9802    	56.40902      
506.0000      	19762.8458    	56.28862      
507.0000      	19723.8659    	56.07114      
508.0000      	19685.0394    	55.89484      
509.0000      	19646.3654    	55.66293      
510.0000      	19607.8431    	55.35250      
511.0000      	19569.4716    	55.08804      
512.0000      	19531.2500    	54.69029      
513.0000      	19493.1774    	54.44139      
514.0000      	19455.2529    	54.00505      
515.0000      	19417.4757    	53.55284      
516.0000      	19379.8450    	53.04035      
517.0000      	19342.3598    	52.42607      
518.0000      	19305.0193    	51.82229      
519.0000      	19267.8227    	51.51327      
520.0000      	19230.7692    	50.88548      
521.0000      	19193.8580    	50.20135      
522.0000      	19157.0881    	49.57302      
523.0000      	19120.4589    	49.01964      
524.0000      	19083.9695    	48.46549      
525.0000      	19047.6190    	47.82380      
526.0000      	19011.4068    	47.53149      
527.0000      	18975.3321    	47.01313      
528.0000      	18939.3939    	46.59719      
529.0000      	18903.5917    	46.21588      
530.0000      	18867.9245    	45.80541      
531.0000      	18832.3917    	45.37533      
532.0000      	18796.9925    	45.03242      
533.0000      	18761.7261    	44.88891      
534.0000      	18726.5918    	44.64256      
535.0000      	18691.5888    	44.39848      
536.0000      	18656.7164    	44.16092      
537.0000      	18621.9739    	43.96233      
538.0000      	18587.3606    	43.83597      
539.0000      	18552.8757    	43.76185      
540.0000      	18518.5185    	43.68520      
541.0000      	18484.2884    	43.68742      
542.0000      	18450.1845    	43.74087      
543.0000      	18416.2063    	43.73349      
544.0000      	18382.3529    	43.66048      
545.0000      	18348.6239    	43.61736      
546.0000      	18315.0183    	43.47169      
547.0000      	18281.5356    	43.38532      
548.0000      	18248.1752    	43.27084      
549.0000      	18214.9362    	43.17227      
550.0000      	18181.8182    	43.05732      
551.0000      	18148.8203    	42.93282      
552.0000      	18115.9420    	42.52922      
553.0000      	18083.1826    	42.11104      
554.0000      	18050.5415    	41.72525      
555.0000      	18018.0180    	41.34098      
556.0000      	17985.6115    	40.93222      
557.0000      	17953.3214    	40.48456      
558.0000      	17921.1470    	40.24574      
559.0000      	17889.0877    	39.73207      
560.0000      	17857.1429    	39.28810      
561.0000      	17825.3119    	38.83182      
562.0000      	17793.5943    	38.37624      
563.0000      	17761.9893    	37.94653      
564.0000      	17730.4965    	37.72079      
565.0000      	17699.1150    	37.24751      
566.0000      	17667.8445    	36.89688      
567.0000      	17636.6843    	36.65640      
568.0000      	17605.6338    	36.44090      
569.0000      	17574.6924    	36.27592      
570.0000      	17543.8596    	36.24191      
571.0000      	17513.1349    	36.21997      
572.0000      	17482.5175    	36.23615      
573.0000      	17452.0070    	36.31139      
574.0000      	17421.6028    	36.62854      
575.0000      	17391.3043    	36.81485      
576.0000      	17361.1111    	37.23263      
577.0000      	17331.0225    	37.66969      
578.0000      	17301.0381    	38.20249      
579.0000      	17271.1572    	38.76796      
580.0000      	17241.3793    	39.45642      
581.0000      	17211.7040    	39.84367      
582.0000      	17182.1306    	40.70056      
583.0000      	17152.6587    	41.38939      
584.0000      	17123.2877    	42.06626      
585.0000      	17094.0171    	42.78860      
586.0000      	17064.8464    	43.50333      
587.0000      	17035.7751    	43.85085      
588.0000      	17006.8027    	44.49039      
589.0000      	16977.9287    	45.06405      
590.0000      	16949.1525    	45.59585      
591.0000      	16920.4738    	46.09533      
592.0000      	16891.8919    	46.47523      
593.0000      	16863.4064    	46.68972      
594.0000      	16835.0168    	46.94958      
595.0000      	16806.7227    	47.25026      
596.0000      	16778.5235    	47.33727      
597.0000      	16750.4188    	47.50586      
598.0000      	16722.4080    	47.69197      
599.0000      	16694.4908    	47.76733      
600.0000      	16666.6667    	47.88734      
601.0000      	16638.9351    	47.94810      
602.0000      	16611.2957    	48.03906      
603.0000      	16583.7479    	48.03337      
604.0000      	16556.2914    	47.96113      
605.0000      	16528.9256    	47.88193      
606.0000      	16501.6502    	47.97985      
607.0000      	16474.4646    	47.97346      
608.0000      	16447.3684    	47.78211      
609.0000      	16420.3612    	47.78677      
610.0000      	16393.4426    	47.78442      
611.0000      	16366.6121    	47.92390      
612.0000      	16339.8693    	47.92945      
613.0000      	16313.2137    	47.94123      
614.0000      	16286.6450    	47.92392      
615.0000      	16260.1626    	47.88215      
616.0000      	16233.7662    	47.81610      
617.0000      	16207.4554    	47.77774      
618.0000      	16181.2298    	47.71561      
619.0000      	16155.0889    	47.82165      
620.0000      	16129.0323    	47.89038      
621.0000      	16103.0596    	47.89106      
622.0000      	16077.1704    	47.71061      
623.0000      	16051.3644    	47.66421      
624.0000      	16025.6410    	47.70512      
625.0000      	16000.0000    	47.78411      
626.0000      	15974.4409    	47.78907      
627.0000      	15948.9633    	47.80557      
628.0000      	15923.5669    	47.90779      
629.0000      	15898.2512    	48.05622      
630.0000      	15873.0159    	48.12913      
631.0000      	15847.8605    	48.26133      
632.0000      	15822.7848    	48.37487      
633.0000      	15797.7883    	48.50318      
634.0000      	15772.8707    	48.64665      
635.0000      	15748.0315    	48.88533      
636.0000      	15723.2704    	49.04859      
637.0000      	15698.5871    	49.19307      
638.0000      	15673.9812    	49.22495      
639.0000      	15649.4523    	49.31688      
640.0000      	15625.0000    	49.47615      
641.0000      	15600.6240    	49.69005      
642.0000      	15576.3240    	49.84105      
643.0000      	15552.0995    	50.22527      
644.0000      	15527.9503    	50.67299      
645.0000      	15503.8760    	50.98085      
646.0000      	15479.8762    	51.25904      
647.0000      	15455.9505    	51.37115      
648.0000      	15432.0988    	51.66799      
649.0000      	15408.3205    	51.96404      
650.0000      	15384.6154    	52.38819      
651.0000      	15360.9831    	52.81044      
652.0000      	15337.4233    	53.21878      
653.0000      	15313.9357    	53.38629      
654.0000      	15290.5199    	53.78836      
655.0000      	15267.1756    	54.23142      
656.0000      	15243.9024    	54.62666      
657.0000      	15220.7002    	54.85086      
658.0000      	15197.5684    	55.02591      
659.0000      	15174.5068    	55.28143      
660.0000      	15151.5152    	55.72451      
661.0000      	15128.5930    	55.99444      
662.0000      	15105.7402    	56.42492      
663.0000      	15082.9563    	56.55347      
664.0000      	15060.2410    	56.80490      
665.0000      	15037.5940    	57.05723      
666.0000      	15015.0150    	57.25752      
667.0000      	14992.5037    	57.34980      
668.0000      	14970.0599    	57.40233      
669.0000      	14947.6831    	57.55407      
670.0000      	14925.3731    	57.56925      
671.0000      	14903.1297    	57.63839      
672.0000      	14880.9524    	57.73223      
673.0000      	14858.8410    	57.80979      
674.0000      	14836.7953    	57.75910      
675.0000      	14814.8148    	57.65738      
676.0000      	14792.8994    	57.42312      
677.0000      	14771.0487    	57.28670      
678.0000      	14749.2625    	57.25994      
679.0000      	14727.5405    	57.31330      
680.0000      	14705.8824    	57.18926      
681.0000      	14684.2878    	57.07068      
682.0000      	14662.7566    	56.92994      
683.0000      	14641.2884    	56.77357      
684.0000      	14619.8830    	56.55817      
685.0000      	14598.5401    	56.37946      
686.0000      	14577.2595    	56.23545      
687.0000      	14556.0408    	55.97646      
688.0000      	14534.8837    	55.86972      
689.0000      	14513.7881    	55.77768      
690.0000      	14492.7536    	55.79485      
691.0000      	14471.7800    	55.67841      
692.0000      	14450.8671    	55.44231      
693.0000      	14430.0144    	55.37568      
694.0000      	14409.2219    	55.33857      
695.0000      	14388.4892    	55.22266      
696.0000      	14367.8161    	55.07620      
697.0000      	14347.2023    	54.98871      
698.0000      	14326.6476    	54.97733      
699.0000      	14306.1516    	54.81850      
700.0000      	14285.7143    	54.74624      
701.0000      	14265.3352    	54.72028      
702.0000      	14245.0142    	54.66493      
