Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   15:02:36

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	14.31635      
301.0000      	33222.5914    	12.93626      
302.0000      	33112.5828    	12.45775      
303.0000      	33003.3003    	12.83334      
304.0000      	32894.7368    	12.00663      
305.0000      	32786.8852    	11.61418      
306.0000      	32679.7386    	12.03182      
307.0000      	32573.2899    	11.83018      
308.0000      	32467.5325    	12.10614      
309.0000      	32362.4595    	11.92194      
310.0000      	32258.0645    	10.63851      
311.0000      	32154.3408    	10.41633      
312.0000      	32051.2821    	9.59653       
313.0000      	31948.8818    	9.18861       
314.0000      	31847.1338    	8.76959       
315.0000      	31746.0317    	8.56163       
316.0000      	31645.5696    	8.57021       
317.0000      	31545.7413    	8.61921       
318.0000      	31446.5409    	9.20802       
319.0000      	31347.9624    	9.32396       
320.0000      	31250.0000    	9.64453       
321.0000      	31152.6480    	8.92381       
322.0000      	31055.9006    	8.58975       
323.0000      	30959.7523    	8.11452       
324.0000      	30864.1975    	8.08380       
325.0000      	30769.2308    	8.14047       
326.0000      	30674.8466    	8.65116       
327.0000      	30581.0398    	8.65310       
328.0000      	30487.8049    	8.04468       
329.0000      	30395.1368    	7.79605       
330.0000      	30303.0303    	7.62733       
331.0000      	30211.4804    	7.74031       
332.0000      	30120.4819    	7.73534       
333.0000      	30030.0300    	7.49695       
334.0000      	29940.1198    	7.23924       
335.0000      	29850.7463    	7.26143       
336.0000      	29761.9048    	7.56120       
337.0000      	29673.5905    	7.56035       
338.0000      	29585.7988    	7.58228       
339.0000      	29498.5251    	7.53468       
340.0000      	29411.7647    	7.58844       
341.0000      	29325.5132    	7.42718       
342.0000      	29239.7661    	7.62265       
343.0000      	29154.5190    	7.51461       
344.0000      	29069.7674    	7.42265       
345.0000      	28985.5072    	7.41142       
346.0000      	28901.7341    	7.20627       
347.0000      	28818.4438    	7.32304       
348.0000      	28735.6322    	7.27562       
349.0000      	28653.2951    	7.40027       
350.0000      	28571.4286    	7.55205       
351.0000      	28490.0285    	7.65494       
352.0000      	28409.0909    	7.80735       
353.0000      	28328.6119    	8.16429       
354.0000      	28248.5876    	8.35825       
355.0000      	28169.0141    	8.14398       
356.0000      	28089.8876    	8.28418       
357.0000      	28011.2045    	8.38329       
358.0000      	27932.9609    	8.63025       
359.0000      	27855.1532    	8.85783       
360.0000      	27777.7778    	8.98658       
361.0000      	27700.8310    	9.21343       
362.0000      	27624.3094    	9.18506       
363.0000      	27548.2094    	9.21962       
364.0000      	27472.5275    	9.26267       
365.0000      	27397.2603    	9.35427       
366.0000      	27322.4044    	9.51505       
367.0000      	27247.9564    	9.75681       
368.0000      	27173.9130    	9.88372       
369.0000      	27100.2710    	9.89817       
370.0000      	27027.0270    	10.04305      
371.0000      	26954.1779    	10.14611      
372.0000      	26881.7204    	10.47701      
373.0000      	26809.6515    	10.66815      
374.0000      	26737.9679    	10.69441      
375.0000      	26666.6667    	10.70845      
376.0000      	26595.7447    	10.92753      
377.0000      	26525.1989    	11.36759      
378.0000      	26455.0265    	11.70828      
379.0000      	26385.2243    	12.10931      
380.0000      	26315.7895    	12.36619      
381.0000      	26246.7192    	12.47000      
382.0000      	26178.0105    	12.56401      
383.0000      	26109.6606    	12.91825      
384.0000      	26041.6667    	13.20782      
385.0000      	25974.0260    	13.45223      
386.0000      	25906.7358    	13.61305      
387.0000      	25839.7933    	13.97588      
388.0000      	25773.1959    	14.17624      
389.0000      	25706.9409    	14.55421      
390.0000      	25641.0256    	14.99814      
391.0000      	25575.4476    	15.36774      
