Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   16:44:42

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	16.46424      
301.0000      	33222.5914    	16.02362      
302.0000      	33112.5828    	16.62942      
303.0000      	33003.3003    	16.23372      
304.0000      	32894.7368    	15.33973      
305.0000      	32786.8852    	15.03586      
306.0000      	32679.7386    	14.38772      
307.0000      	32573.2899    	13.44032      
308.0000      	32467.5325    	13.33211      
309.0000      	32362.4595    	13.88733      
310.0000      	32258.0645    	13.88559      
311.0000      	32154.3408    	13.53770      
312.0000      	32051.2821    	12.79186      
313.0000      	31948.8818    	12.84486      
314.0000      	31847.1338    	12.67216      
315.0000      	31746.0317    	12.35639      
316.0000      	31645.5696    	11.85525      
317.0000      	31545.7413    	11.79060      
318.0000      	31446.5409    	11.61662      
319.0000      	31347.9624    	10.90383      
320.0000      	31250.0000    	10.63027      
321.0000      	31152.6480    	10.62960      
322.0000      	31055.9006    	10.40102      
323.0000      	30959.7523    	10.23131      
324.0000      	30864.1975    	10.38885      
325.0000      	30769.2308    	9.91063       
326.0000      	30674.8466    	9.74446       
327.0000      	30581.0398    	9.62696       
328.0000      	30487.8049    	9.68159       
329.0000      	30395.1368    	9.53996       
330.0000      	30303.0303    	9.76718       
331.0000      	30211.4804    	10.00661      
332.0000      	30120.4819    	9.79628       
333.0000      	30030.0300    	9.43946       
334.0000      	29940.1198    	9.03850       
335.0000      	29850.7463    	9.15362       
336.0000      	29761.9048    	9.53309       
337.0000      	29673.5905    	9.63893       
338.0000      	29585.7988    	9.80979       
339.0000      	29498.5251    	9.87484       
340.0000      	29411.7647    	9.84555       
341.0000      	29325.5132    	9.56140       
342.0000      	29239.7661    	9.83648       
343.0000      	29154.5190    	10.00199      
344.0000      	29069.7674    	10.16692      
345.0000      	28985.5072    	10.35311      
346.0000      	28901.7341    	10.30231      
347.0000      	28818.4438    	10.44236      
348.0000      	28735.6322    	10.36259      
349.0000      	28653.2951    	10.53981      
350.0000      	28571.4286    	10.67784      
351.0000      	28490.0285    	10.83233      
352.0000      	28409.0909    	10.95936      
353.0000      	28328.6119    	11.36561      
354.0000      	28248.5876    	11.66190      
355.0000      	28169.0141    	12.08185      
356.0000      	28089.8876    	12.56183      
357.0000      	28011.2045    	13.12896      
358.0000      	27932.9609    	13.71295      
359.0000      	27855.1532    	14.05280      
