Unit Serial No : 240-IM0P2424-EU
Integration Time : 10 ms
Time Average: 10
Binning Average: 2
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 06/03/2019   14:40:40

Wavelength(nm)	Wavenumber(1/cm)	Transmittance(%)
300.0000      	33333.3333    	11.67224      
301.0000      	33222.5914    	12.63029      
302.0000      	33112.5828    	11.43205      
303.0000      	33003.3003    	10.40525      
304.0000      	32894.7368    	10.61810      
305.0000      	32786.8852    	9.58969       
306.0000      	32679.7386    	9.22977       
307.0000      	32573.2899    	9.62333       
308.0000      	32467.5325    	9.67509       
309.0000      	32362.4595    	8.99615       
310.0000      	32258.0645    	8.49116       
311.0000      	32154.3408    	8.75101       
312.0000      	32051.2821    	8.07335       
313.0000      	31948.8818    	8.53780       
314.0000      	31847.1338    	9.12425       
315.0000      	31746.0317    	8.79802       
316.0000      	31645.5696    	8.03773       
317.0000      	31545.7413    	7.42776       
318.0000      	31446.5409    	7.72011       
319.0000      	31347.9624    	7.67241       
320.0000      	31250.0000    	8.18682       
321.0000      	31152.6480    	7.86019       
322.0000      	31055.9006    	7.54400       
323.0000      	30959.7523    	7.60659       
324.0000      	30864.1975    	7.30830       
325.0000      	30769.2308    	7.16335       
326.0000      	30674.8466    	6.95193       
327.0000      	30581.0398    	6.70458       
328.0000      	30487.8049    	6.57597       
329.0000      	30395.1368    	7.39504       
330.0000      	30303.0303    	7.75918       
331.0000      	30211.4804    	7.49975       
332.0000      	30120.4819    	7.43038       
333.0000      	30030.0300    	7.35582       
334.0000      	29940.1198    	7.44557       
335.0000      	29850.7463    	6.87175       
336.0000      	29761.9048    	6.59859       
337.0000      	29673.5905    	6.82667       
338.0000      	29585.7988    	6.95737       
339.0000      	29498.5251    	6.88370       
340.0000      	29411.7647    	6.86162       
341.0000      	29325.5132    	6.98269       
342.0000      	29239.7661    	6.93643       
343.0000      	29154.5190    	6.69354       
344.0000      	29069.7674    	6.78419       
345.0000      	28985.5072    	6.89351       
346.0000      	28901.7341    	6.86590       
347.0000      	28818.4438    	6.74787       
348.0000      	28735.6322    	6.67757       
349.0000      	28653.2951    	6.58654       
350.0000      	28571.4286    	6.66341       
351.0000      	28490.0285    	6.69979       
352.0000      	28409.0909    	6.65669       
353.0000      	28328.6119    	6.75497       
354.0000      	28248.5876    	6.87319       
355.0000      	28169.0141    	6.77811       
356.0000      	28089.8876    	7.10336       
357.0000      	28011.2045    	7.16052       
358.0000      	27932.9609    	7.20934       
359.0000      	27855.1532    	7.35892       
360.0000      	27777.7778    	7.64039       
361.0000      	27700.8310    	7.74133       
362.0000      	27624.3094    	7.59388       
363.0000      	27548.2094    	7.46692       
364.0000      	27472.5275    	7.50557       
365.0000      	27397.2603    	7.57770       
366.0000      	27322.4044    	7.62944       
367.0000      	27247.9564    	7.85462       
368.0000      	27173.9130    	7.90015       
369.0000      	27100.2710    	7.89707       
370.0000      	27027.0270    	7.93506       
371.0000      	26954.1779    	7.92271       
372.0000      	26881.7204    	8.04986       
373.0000      	26809.6515    	8.24689       
374.0000      	26737.9679    	8.45148       
375.0000      	26666.6667    	8.47521       
376.0000      	26595.7447    	8.62884       
377.0000      	26525.1989    	8.76948       
378.0000      	26455.0265    	8.97476       
379.0000      	26385.2243    	9.23283       
380.0000      	26315.7895    	9.49973       
381.0000      	26246.7192    	9.61057       
382.0000      	26178.0105    	9.70213       
383.0000      	26109.6606    	9.87174       
384.0000      	26041.6667    	9.96299       
385.0000      	25974.0260    	10.21847      
386.0000      	25906.7358    	10.47311      
387.0000      	25839.7933    	10.79015      
388.0000      	25773.1959    	10.86717      
389.0000      	25706.9409    	11.06186      
390.0000      	25641.0256    	11.40348      
391.0000      	25575.4476    	11.46881      
392.0000      	25510.2041    	11.56655      
393.0000      	25445.2926    	11.63974      
394.0000      	25380.7107    	11.93852      
395.0000      	25316.4557    	12.23964      
396.0000      	25252.5253    	12.68409      
397.0000      	25188.9169    	12.95987      
398.0000      	25125.6281    	13.26564      
399.0000      	25062.6566    	13.64571      
400.0000      	25000.0000    	13.97683      
401.0000      	24937.6559    	14.21189      
402.0000      	24875.6219    	14.32608      
403.0000      	24813.8958    	14.59513      
404.0000      	24752.4752    	14.85027      
405.0000      	24691.3580    	15.18173      
406.0000      	24630.5419    	15.47598      
407.0000      	24570.0246    	15.91578      
408.0000      	24509.8039    	16.37876      
409.0000      	24449.8778    	16.79417      
410.0000      	24390.2439    	17.15147      
411.0000      	24330.9002    	17.47785      
412.0000      	24271.8447    	17.57980      
413.0000      	24213.0751    	17.94808      
414.0000      	24154.5894    	18.21003      
415.0000      	24096.3855    	18.48959      
416.0000      	24038.4615    	18.51717      
417.0000      	23980.8153    	18.68621      
418.0000      	23923.4450    	18.85507      
419.0000      	23866.3484    	19.06356      
420.0000      	23809.5238    	19.11182      
421.0000      	23752.9691    	19.23601      
422.0000      	23696.6825    	19.40388      
423.0000      	23640.6619    	19.64338      
424.0000      	23584.9057    	19.77186      
425.0000      	23529.4118    	19.84414      
426.0000      	23474.1784    	20.06786      
427.0000      	23419.2037    	20.26042      
428.0000      	23364.4860    	20.23263      
429.0000      	23310.0233    	20.29778      
430.0000      	23255.8140    	20.36046      
431.0000      	23201.8561    	20.54090      
432.0000      	23148.1481    	20.70073      
433.0000      	23094.6882    	20.85322      
434.0000      	23041.4747    	20.92501      
435.0000      	22988.5057    	21.13977      
436.0000      	22935.7798    	21.30027      
437.0000      	22883.2952    	21.43423      
438.0000      	22831.0502    	21.44711      
439.0000      	22779.0433    	21.55969      
440.0000      	22727.2727    	21.69963      
441.0000      	22675.7370    	21.79148      
442.0000      	22624.4344    	21.94009      
443.0000      	22573.3634    	22.08684      
444.0000      	22522.5225    	22.18360      
445.0000      	22471.9101    	22.10623      
446.0000      	22421.5247    	22.02564      
447.0000      	22371.3647    	22.05168      
448.0000      	22321.4286    	22.13460      
449.0000      	22271.7149    	22.28225      
450.0000      	22222.2222    	22.15006      
451.0000      	22172.9490    	22.07944      
452.0000      	22123.8938    	22.18335      
453.0000      	22075.0552    	22.34194      
454.0000      	22026.4317    	22.56375      
455.0000      	21978.0220    	22.60588      
456.0000      	21929.8246    	22.75038      
457.0000      	21881.8381    	22.84093      
458.0000      	21834.0611    	22.88353      
459.0000      	21786.4924    	23.03697      
460.0000      	21739.1304    	23.13696      
461.0000      	21691.9740    	23.22603      
462.0000      	21645.0216    	23.23014      
463.0000      	21598.2721    	23.40512      
464.0000      	21551.7241    	23.50484      
465.0000      	21505.3763    	23.74476      
466.0000      	21459.2275    	23.86425      
467.0000      	21413.2762    	23.94208      
468.0000      	21367.5214    	24.05172      
469.0000      	21321.9616    	24.26979      
470.0000      	21276.5957    	24.39895      
471.0000      	21231.4225    	24.57345      
472.0000      	21186.4407    	24.73680      
473.0000      	21141.6490    	24.92016      
474.0000      	21097.0464    	25.16696      
475.0000      	21052.6316    	25.40846      
476.0000      	21008.4034    	25.64337      
477.0000      	20964.3606    	25.86516      
478.0000      	20920.5021    	25.95184      
479.0000      	20876.8267    	26.12565      
480.0000      	20833.3333    	26.35374      
481.0000      	20790.0208    	26.67622      
482.0000      	20746.8880    	26.97575      
483.0000      	20703.9337    	27.21843      
484.0000      	20661.1570    	27.42085      
485.0000      	20618.5567    	27.51314      
486.0000      	20576.1317    	27.76374      
487.0000      	20533.8809    	28.03841      
488.0000      	20491.8033    	28.33215      
489.0000      	20449.8978    	28.58611      
490.0000      	20408.1633    	28.80014      
491.0000      	20366.5988    	29.06943      
492.0000      	20325.2033    	29.22162      
493.0000      	20283.9757    	29.51079      
494.0000      	20242.9150    	29.72503      
495.0000      	20202.0202    	29.83819      
496.0000      	20161.2903    	29.97653      
497.0000      	20120.7243    	30.10688      
498.0000      	20080.3213    	30.30576      
499.0000      	20040.0802    	30.39030      
500.0000      	20000.0000    	30.53217      
501.0000      	19960.0798    	30.62438      
502.0000      	19920.3187    	30.78045      
503.0000      	19880.7157    	30.86885      
504.0000      	19841.2698    	30.87691      
505.0000      	19801.9802    	30.80909      
506.0000      	19762.8458    	30.75595      
507.0000      	19723.8659    	30.65875      
508.0000      	19685.0394    	30.50212      
509.0000      	19646.3654    	30.30674      
510.0000      	19607.8431    	30.04394      
511.0000      	19569.4716    	29.75665      
512.0000      	19531.2500    	29.39057      
513.0000      	19493.1774    	29.15487      
514.0000      	19455.2529    	28.74973      
515.0000      	19417.4757    	28.33193      
516.0000      	19379.8450    	27.85678      
517.0000      	19342.3598    	27.34974      
518.0000      	19305.0193    	26.80360      
519.0000      	19267.8227    	26.55350      
520.0000      	19230.7692    	26.01251      
521.0000      	19193.8580    	25.41307      
522.0000      	19157.0881    	24.79980      
523.0000      	19120.4589    	24.26791      
524.0000      	19083.9695    	23.82531      
525.0000      	19047.6190    	23.35036      
526.0000      	19011.4068    	23.11929      
527.0000      	18975.3321    	22.68365      
528.0000      	18939.3939    	22.22502      
529.0000      	18903.5917    	21.85970      
530.0000      	18867.9245    	21.53845      
531.0000      	18832.3917    	21.25774      
532.0000      	18796.9925    	20.95176      
533.0000      	18761.7261    	20.81499      
534.0000      	18726.5918    	20.60580      
535.0000      	18691.5888    	20.45076      
536.0000      	18656.7164    	20.30232      
537.0000      	18621.9739    	20.20304      
538.0000      	18587.3606    	20.12712      
539.0000      	18552.8757    	20.09173      
540.0000      	18518.5185    	20.03563      
541.0000      	18484.2884    	20.01170      
542.0000      	18450.1845    	19.99856      
543.0000      	18416.2063    	20.04219      
544.0000      	18382.3529    	20.05589      
545.0000      	18348.6239    	20.02847      
546.0000      	18315.0183    	19.95654      
547.0000      	18281.5356    	19.88404      
548.0000      	18248.1752    	19.83689      
549.0000      	18214.9362    	19.73783      
550.0000      	18181.8182    	19.67155      
551.0000      	18148.8203    	19.59742      
552.0000      	18115.9420    	19.40253      
553.0000      	18083.1826    	19.18473      
554.0000      	18050.5415    	18.92906      
555.0000      	18018.0180    	18.62459      
556.0000      	17985.6115    	18.30978      
557.0000      	17953.3214    	18.03229      
558.0000      	17921.1470    	17.87841      
559.0000      	17889.0877    	17.53948      
560.0000      	17857.1429    	17.20774      
561.0000      	17825.3119    	16.98210      
562.0000      	17793.5943    	16.74914      
563.0000      	17761.9893    	16.46089      
564.0000      	17730.4965    	16.31252      
565.0000      	17699.1150    	16.03690      
566.0000      	17667.8445    	15.85716      
567.0000      	17636.6843    	15.73100      
568.0000      	17605.6338    	15.64811      
569.0000      	17574.6924    	15.59335      
570.0000      	17543.8596    	15.58427      
571.0000      	17513.1349    	15.58001      
572.0000      	17482.5175    	15.64746      
573.0000      	17452.0070    	15.72484      
574.0000      	17421.6028    	15.90186      
575.0000      	17391.3043    	16.01302      
576.0000      	17361.1111    	16.29884      
577.0000      	17331.0225    	16.62441      
578.0000      	17301.0381    	17.00331      
579.0000      	17271.1572    	17.41121      
580.0000      	17241.3793    	17.78328      
581.0000      	17211.7040    	18.02411      
582.0000      	17182.1306    	18.55676      
583.0000      	17152.6587    	19.03397      
584.0000      	17123.2877    	19.48693      
585.0000      	17094.0171    	20.03576      
586.0000      	17064.8464    	20.54641      
587.0000      	17035.7751    	20.79766      
588.0000      	17006.8027    	21.21820      
589.0000      	16977.9287    	21.61246      
590.0000      	16949.1525    	21.98473      
591.0000      	16920.4738    	22.28883      
592.0000      	16891.8919    	22.56946      
593.0000      	16863.4064    	22.67055      
594.0000      	16835.0168    	22.87780      
595.0000      	16806.7227    	23.13229      
596.0000      	16778.5235    	23.29598      
597.0000      	16750.4188    	23.41924      
598.0000      	16722.4080    	23.49392      
599.0000      	16694.4908    	23.52384      
600.0000      	16666.6667    	23.61601      
601.0000      	16638.9351    	23.64595      
602.0000      	16611.2957    	23.70105      
603.0000      	16583.7479    	23.64816      
604.0000      	16556.2914    	23.61748      
605.0000      	16528.9256    	23.51068      
606.0000      	16501.6502    	23.56877      
607.0000      	16474.4646    	23.53484      
608.0000      	16447.3684    	23.54434      
609.0000      	16420.3612    	23.59113      
610.0000      	16393.4426    	23.58682      
611.0000      	16366.6121    	23.57324      
612.0000      	16339.8693    	23.55832      
613.0000      	16313.2137    	23.57559      
614.0000      	16286.6450    	23.56443      
615.0000      	16260.1626    	23.54005      
616.0000      	16233.7662    	23.52166      
617.0000      	16207.4554    	23.49570      
618.0000      	16181.2298    	23.49181      
619.0000      	16155.0889    	23.54213      
620.0000      	16129.0323    	23.59110      
621.0000      	16103.0596    	23.58765      
622.0000      	16077.1704    	23.52845      
623.0000      	16051.3644    	23.49248      
624.0000      	16025.6410    	23.53911      
625.0000      	16000.0000    	23.56045      
626.0000      	15974.4409    	23.58290      
627.0000      	15948.9633    	23.54880      
628.0000      	15923.5669    	23.61186      
629.0000      	15898.2512    	23.68644      
630.0000      	15873.0159    	23.67368      
631.0000      	15847.8605    	23.64660      
632.0000      	15822.7848    	23.66656      
633.0000      	15797.7883    	23.76888      
634.0000      	15772.8707    	23.91756      
635.0000      	15748.0315    	24.04932      
636.0000      	15723.2704    	24.08667      
637.0000      	15698.5871    	24.12141      
638.0000      	15673.9812    	24.15395      
639.0000      	15649.4523    	24.19843      
640.0000      	15625.0000    	24.29051      
641.0000      	15600.6240    	24.44743      
642.0000      	15576.3240    	24.54614      
643.0000      	15552.0995    	24.78151      
644.0000      	15527.9503    	24.92330      
645.0000      	15503.8760    	24.98120      
646.0000      	15479.8762    	25.06451      
647.0000      	15455.9505    	25.14440      
648.0000      	15432.0988    	25.33459      
649.0000      	15408.3205    	25.59688      
650.0000      	15384.6154    	25.85140      
651.0000      	15360.9831    	25.97445      
652.0000      	15337.4233    	26.14330      
653.0000      	15313.9357    	26.26493      
654.0000      	15290.5199    	26.49525      
655.0000      	15267.1756    	26.80028      
656.0000      	15243.9024    	27.01178      
657.0000      	15220.7002    	27.21151      
658.0000      	15197.5684    	27.28072      
659.0000      	15174.5068    	27.41956      
660.0000      	15151.5152    	27.62865      
661.0000      	15128.5930    	27.81100      
662.0000      	15105.7402    	28.05001      
663.0000      	15082.9563    	28.14777      
664.0000      	15060.2410    	28.27526      
665.0000      	15037.5940    	28.40241      
666.0000      	15015.0150    	28.55559      
667.0000      	14992.5037    	28.64099      
668.0000      	14970.0599    	28.70086      
669.0000      	14947.6831    	28.77541      
670.0000      	14925.3731    	28.80050      
671.0000      	14903.1297    	28.79049      
672.0000      	14880.9524    	28.72580      
673.0000      	14858.8410    	28.72884      
674.0000      	14836.7953    	28.66132      
675.0000      	14814.8148    	28.73618      
676.0000      	14792.8994    	28.72709      
677.0000      	14771.0487    	28.72674      
678.0000      	14749.2625    	28.68135      
679.0000      	14727.5405    	28.58000      
680.0000      	14705.8824    	28.47857      
681.0000      	14684.2878    	28.42280      
682.0000      	14662.7566    	28.35826      
683.0000      	14641.2884    	28.25191      
684.0000      	14619.8830    	28.16784      
685.0000      	14598.5401    	27.99287      
686.0000      	14577.2595    	27.87602      
687.0000      	14556.0408    	27.68367      
688.0000      	14534.8837    	27.62501      
689.0000      	14513.7881    	27.46535      
690.0000      	14492.7536    	27.49250      
691.0000      	14471.7800    	27.41610      
692.0000      	14450.8671    	27.24525      
693.0000      	14430.0144    	27.17531      
694.0000      	14409.2219    	26.99333      
695.0000      	14388.4892    	26.83386      
696.0000      	14367.8161    	26.72932      
697.0000      	14347.2023    	26.67617      
698.0000      	14326.6476    	26.65855      
699.0000      	14306.1516    	26.46447      
700.0000      	14285.7143    	26.35623      
701.0000      	14265.3352    	26.18915      
702.0000      	14245.0142    	26.03901      
703.0000      	14224.7511    	25.91743      
704.0000      	14204.5455    	25.74295      
705.0000      	14184.3972    	25.64500      
706.0000      	14164.3059    	25.41578      
707.0000      	14144.2716    	25.28651      
